,location,total_sqft,bath,price,BHK
2160,HSR Layout,1140.0,2.0,46.0,2
2161,HSR Layout,1145.0,2.0,46.0,2
2162,HSR Layout,1142.0,2.0,65.0,2
2163,HSR Layout,3500.0,5.0,350.0,5
2164,HSR Layout,1145.0,2.0,46.0,2
2165,HSR Layout,2020.0,3.0,160.0,3
2166,HSR Layout,1844.0,3.0,95.0,3
2167,HSR Layout,2500.0,4.0,300.0,4
2168,HSR Layout,1203.0,2.0,72.0,2
2169,HSR Layout,1140.0,2.0,46.0,2
2170,HSR Layout,4200.0,5.0,245.0,5
2171,HSR Layout,1140.0,2.0,46.0,2
2172,HSR Layout,1145.0,2.0,46.0,2
2173,HSR Layout,1009.0,2.0,56.0,2
2174,HSR Layout,1145.0,2.0,46.0,2
2175,HSR Layout,1100.0,2.0,44.0,2
2176,HSR Layout,1203.0,2.0,60.0,2
2177,HSR Layout,1590.0,2.0,135.0,3
2178,HSR Layout,1120.0,2.0,70.0,2
2179,HSR Layout,1140.0,2.0,46.0,2
2180,HSR Layout,1289.0,2.0,70.0,2
2181,HSR Layout,1844.0,3.0,89.0,3
2182,HSR Layout,1203.0,2.0,60.0,2
2183,HSR Layout,1140.0,2.0,46.0,2
2184,Haralur Road,1240.0,2.0,70.0,2
2185,Haralur Road,1027.0,2.0,44.0,2
2186,Haralur Road,1464.0,3.0,56.0,3
2187,Haralur Road,2650.0,4.0,198.0,4
2188,Haralur Road,2805.0,5.0,154.0,4
2189,Haralur Road,1194.0,2.0,47.0,2
2190,Haralur Road,3385.0,5.0,260.0,4
2191,Haralur Road,1202.0,2.0,53.0,2
2192,Haralur Road,1056.0,2.0,61.0,2
2193,Haralur Road,1464.0,3.0,56.0,3
2194,Haralur Road,1810.0,3.0,100.0,3
2195,Haralur Road,1194.0,2.0,46.0,2
2196,Haralur Road,2805.0,4.0,154.0,4
2197,Haralur Road,1225.0,2.0,67.38,2
2198,Haralur Road,1243.0,2.0,46.0,2
2199,Haralur Road,1027.0,2.0,44.0,2
2200,Haralur Road,1920.0,3.0,115.0,3
2201,Haralur Road,1875.0,3.0,110.0,3
2202,Haralur Road,1194.0,2.0,47.0,2
2203,Haralur Road,1140.0,2.0,43.0,2
2204,Haralur Road,1027.0,2.0,44.0,2
2205,Haralur Road,1194.0,2.0,46.0,2
2206,Haralur Road,2017.0,3.0,125.0,3
2207,Haralur Road,1140.0,2.0,43.0,2
2208,Haralur Road,1875.0,3.0,110.0,3
2209,Haralur Road,1092.0,2.0,44.0,2
2210,Haralur Road,2475.0,4.0,130.0,3
2211,Haralur Road,1300.0,2.0,73.0,2
2212,Haralur Road,1194.0,2.0,47.0,2
2213,Haralur Road,1243.0,2.0,46.0,2
2214,Haralur Road,1850.0,3.0,110.0,3
2215,Haralur Road,1225.0,2.0,67.38,2
2216,Haralur Road,1243.0,2.0,46.0,2
2217,Haralur Road,3400.0,5.0,240.0,4
2218,Haralur Road,1464.0,2.0,56.0,2
2219,Haralur Road,1230.0,2.0,78.0,2
2220,Haralur Road,1000.0,2.0,44.0,2
2221,Haralur Road,3185.0,1.0,175.0,4
2222,Haralur Road,1300.0,2.0,79.0,2
2223,Haralur Road,1444.0,2.0,80.0,3
2224,Haralur Road,1088.0,2.0,68.0,2
2225,Haralur Road,1027.0,2.0,44.0,2
2226,Haralur Road,1464.0,3.0,56.0,3
2227,Haralur Road,1225.0,2.0,70.0,2
2228,Haralur Road,1464.0,3.0,56.0,3
2229,Haralur Road,1194.0,2.0,46.0,2
2230,Haralur Road,1000.0,2.0,78.0,2
2231,Haralur Road,1830.0,3.0,101.0,3
2232,Haralur Road,1810.0,3.0,126.0,3
2233,Haralur Road,1464.0,2.0,56.0,2
2234,Haralur Road,1520.0,2.0,96.0,3
2235,Haralur Road,1300.0,2.0,75.0,2
2236,Haralur Road,2017.0,2.0,125.0,3
2237,Haralur Road,1243.0,2.0,46.0,2
2238,Haralur Road,1027.0,2.0,44.0,2
2239,Haralur Road,2805.0,5.0,160.0,4
2240,Haralur Road,1243.0,2.0,46.0,2
2241,Haralur Road,1027.0,2.0,44.0,2
2242,Haralur Road,2017.0,3.0,105.0,3
2243,Haralur Road,1243.0,2.0,46.0,2
2244,Haralur Road,1243.0,2.0,46.0,2
2245,Haralur Road,1520.0,2.0,90.0,3
2246,Haralur Road,1300.0,2.0,60.0,2
2247,Haralur Road,1985.0,3.0,130.0,3
2248,Haralur Road,1255.0,2.0,90.0,3
2249,Haralur Road,1056.0,2.0,60.0,2
2250,Haralur Road,1140.0,2.0,42.0,2
2251,Haralur Road,1245.0,2.0,62.0,2
2252,Haralur Road,1140.0,2.0,58.0,2
2253,Haralur Road,1140.0,2.0,42.0,2
2254,Haralur Road,1027.0,2.0,43.0,2
2255,Haralur Road,1194.0,2.0,47.0,2
2256,Haralur Road,1194.0,2.0,47.0,2
2257,Haralur Road,1560.0,3.0,90.0,3
2258,Haralur Road,1520.0,2.0,85.0,3
2259,Haralur Road,1243.0,2.0,45.0,2
2260,Haralur Road,1027.0,2.0,44.0,2
2261,Haralur Road,1194.0,2.0,46.0,2
2262,Haralur Road,1650.0,3.0,100.0,3
2263,Haralur Road,1580.0,3.0,73.0,3
2264,Haralur Road,1243.0,2.0,46.0,2
2265,Haralur Road,1194.0,2.0,47.0,2
2266,Haralur Road,2805.0,4.0,154.0,4
2267,Haralur Road,1520.0,2.0,96.0,3
2268,Haralur Road,1510.0,3.0,83.05,3
2269,Haralur Road,1056.0,2.0,65.0,2
2270,Haralur Road,1810.0,3.0,100.0,3
2271,Haralur Road,1243.0,2.0,46.0,2
2272,Haralur Road,575.0,1.0,38.0,1
2273,Haralur Road,1194.0,2.0,46.0,2
2274,Haralur Road,1243.0,2.0,46.0,2
2275,Haralur Road,1194.0,2.0,46.0,2
2276,Haralur Road,1140.0,2.0,43.0,2
2277,Haralur Road,1850.0,3.0,120.0,3
2278,Haralur Road,1194.0,2.0,47.0,2
2279,Haralur Road,1194.0,2.0,47.0,2
2280,Haralur Road,1464.0,3.0,56.0,3
2281,Haralur Road,1243.0,2.0,46.0,2
2282,Haralur Road,1710.0,3.0,85.0,3
2283,Haralur Road,1730.0,3.0,95.0,3
2284,Haralur Road,1243.0,2.0,46.0,2
2285,Haralur Road,1243.0,2.0,46.0,2
2286,Haralur Road,1243.0,2.0,46.0,2
2287,Haralur Road,1817.0,3.0,110.0,3
2288,Haralur Road,1225.0,2.0,77.0,2
2289,Haralur Road,1285.0,2.0,78.0,2
2290,Haralur Road,1225.0,2.0,67.48,2
2291,Haralur Road,1225.0,2.0,69.84,2
2292,Haralur Road,1200.0,2.0,46.0,2
2293,Haralur Road,1315.0,2.0,85.0,2
2294,Haralur Road,1976.0,3.0,92.0,3
2295,Haralur Road,1300.0,2.0,75.0,2
2296,Haralur Road,1309.0,2.0,82.0,2
2297,Haralur Road,1027.0,1.0,44.0,2
2298,Haralur Road,1243.0,2.0,46.0,2
2299,Haralur Road,1243.0,2.0,46.0,2
2300,Haralur Road,1140.0,2.0,43.0,2
2301,Haralur Road,1300.0,2.0,75.0,2
2302,Haralur Road,1243.0,2.0,46.0,2
2303,Haralur Road,1890.0,3.0,84.0,3
2304,Haralur Road,1230.0,2.0,67.65,2
2305,Haralur Road,1194.0,2.0,46.0,2
2306,Haralur Road,1092.0,2.0,44.0,2
2307,Haralur Road,1464.0,3.0,56.0,3
2308,Haralur Road,1255.0,3.0,90.0,3
2309,Haralur Road,1735.0,3.0,97.0,3
2310,Haralur Road,1810.0,3.0,97.83,3
2311,Haralur Road,1200.0,2.0,46.0,2
2312,Haralur Road,1243.0,2.0,46.0,2
2313,Haralur Road,1810.0,3.0,112.0,3
2314,Harlur,1508.0,2.0,77.0,2
2315,Harlur,1752.12,3.0,135.0,3
2316,Harlur,2450.0,3.0,120.0,3
2317,Harlur,1460.0,3.0,73.0,3
2318,Harlur,1709.0,3.0,150.0,3
2319,Harlur,1174.0,2.0,69.0,2
2320,Harlur,1033.0,2.0,49.0,2
2321,Harlur,1197.0,2.0,84.0,2
2322,Harlur,1757.0,3.0,132.0,3
2323,Harlur,1174.0,2.0,76.0,2
2324,Harlur,1754.0,3.0,125.0,3
2325,Harlur,1290.0,2.0,85.0,2
2326,Harlur,1752.12,3.0,116.0,3
2327,Harlur,1754.0,3.0,135.0,3
2328,Harlur,1754.0,3.0,124.0,3
2329,Harlur,1152.0,2.0,69.0,2
2330,Harlur,1290.0,2.0,87.0,2
2331,Harlur,1749.0,3.0,115.0,3
2332,Harlur,3385.0,4.0,260.0,4
2333,Harlur,2240.0,5.0,155.0,3
2334,Harlur,1758.0,3.0,133.0,3
2335,Harlur,1884.0,4.0,120.0,4
2336,Harlur,1197.0,2.0,79.0,2
2337,Harlur,1174.0,2.0,78.0,2
2338,Harlur,1730.0,3.0,100.0,3
2339,Harlur,2138.0,3.0,110.0,3
2340,Harlur,1200.0,2.0,52.0,2
2341,Harlur,1197.0,2.0,79.0,2
2342,Harlur,1749.0,3.0,112.0,3
2343,Harlur,1174.0,2.0,75.0,2
2344,Harlur,1750.0,3.0,136.0,3
2345,Harlur,1620.0,3.0,110.0,3
2346,Harlur,1414.0,3.0,77.5,3
2347,Harlur,1630.0,3.0,95.1,3
2348,Harlur,1762.0,3.0,133.0,3
2349,Harlur,1756.0,3.0,131.0,3
2350,Harlur,1755.0,3.0,130.0,3
2351,Harlur,1864.0,3.0,140.0,3
2352,Harlur,1331.0,2.0,88.0,2
2353,Harlur,1752.12,3.0,133.0,3
2354,Harlur,1133.0,2.0,55.0,2
2355,Harlur,1756.0,3.0,128.0,3
2356,Harlur,1749.0,3.0,120.0,3
2357,Harlur,1197.0,2.0,82.0,2
2358,Harlur,1303.0,2.0,90.0,2
2359,Harlur,1754.0,3.0,132.0,3
2360,Harlur,1174.0,2.0,75.0,2
2361,Harlur,1756.0,3.0,134.0,3
2362,Harlur,1197.0,2.0,78.0,2
2363,Harlur,1290.0,2.0,89.9,2
2364,Harlur,1386.0,2.0,85.0,2
2365,Harlur,1174.0,2.0,74.0,2
2366,Harlur,1174.0,2.0,78.0,2
2367,Harlur,1710.0,3.0,85.0,3
2368,Harlur,1755.0,3.0,115.0,3
2369,Harlur,2820.0,4.0,153.5,4
2370,Harlur,2569.0,4.0,175.0,4
2371,Harlur,1710.0,3.0,85.0,3
2372,Harlur,1197.0,2.0,77.0,2
2373,Harlur,1752.12,3.0,125.0,3
2374,Harlur,2569.0,5.0,180.0,4
2375,Harlur,1225.0,2.0,56.0,2
2376,Harlur,1197.0,2.0,76.0,2
2377,Harlur,2137.0,3.0,110.0,3
2378,Harlur,1197.0,2.0,75.0,2
2379,Harlur,1755.0,3.0,117.0,3
2380,Harlur,1197.0,2.0,79.9,2
2381,Harlur,936.0,2.0,45.0,2
2382,Harlur,2990.0,4.0,225.0,4
2383,Harlur,1370.0,2.0,88.0,2
2384,Harlur,1335.0,2.0,72.76,2
2385,Hebbal,1760.0,2.0,123.0,3
2386,Hebbal,5611.0,4.0,477.0,4
2387,Hebbal,1900.0,3.0,119.0,3
2388,Hebbal,1349.0,2.0,98.2,2
2389,Hebbal,2483.0,5.0,212.0,4
2390,Hebbal,1760.0,2.0,130.0,3
2391,Hebbal,3450.0,5.0,260.0,3
2392,Hebbal,1920.0,3.0,134.0,3
2393,Hebbal,1500.0,3.0,150.0,3
2394,Hebbal,1337.0,2.0,82.0,2
2395,Hebbal,1349.0,2.0,98.0,2
2396,Hebbal,2470.0,5.0,247.0,4
2397,Hebbal,1036.0,2.0,50.0,2
2398,Hebbal,1255.0,2.0,77.68,3
2399,Hebbal,1355.0,3.0,83.87,3
2400,Hebbal,1790.0,3.0,127.0,3
2401,Hebbal,687.0,2.0,42.72,2
2402,Hebbal,2790.0,5.0,198.0,4
2403,Hebbal,1985.0,4.0,189.0,3
2404,Hebbal,2483.0,5.0,215.0,4
2405,Hebbal,1080.0,2.0,54.0,2
2406,Hebbal,812.0,2.0,55.0,2
2407,Hebbal,2790.0,4.0,198.0,4
2408,Hebbal,1075.0,2.0,52.0,2
2409,Hebbal,3067.0,4.0,230.0,4
2410,Hebbal,2526.0,2.0,250.0,3
2411,Hebbal,3067.0,4.0,230.0,4
2412,Hebbal,1255.0,2.0,77.68,3
2413,Hebbal,823.0,2.0,50.63,2
2414,Hebbal,1420.0,2.0,123.0,2
2415,Hebbal,1069.0,3.0,65.4,3
2416,Hebbal,1420.0,2.0,99.39,2
2417,Hebbal,4235.0,4.0,365.0,4
2418,Hebbal,1700.0,3.0,124.0,3
2419,Hebbal,3960.0,5.0,386.0,4
2420,Hebbal,1550.0,2.0,75.0,3
2421,Hebbal,1420.0,2.0,99.39,2
2422,Hebbal,1355.0,3.0,83.87,3
2423,Hebbal,1440.0,2.0,115.0,2
2424,Hebbal,1100.0,2.0,54.0,2
2425,Hebbal,1355.0,3.0,83.87,3
2426,Hebbal,2400.0,4.0,180.0,3
2427,Hebbal,1255.0,2.0,77.68,3
2428,Hebbal,1420.0,2.0,107.0,2
2429,Hebbal,1320.0,2.0,92.0,2
2430,Hebbal,919.0,2.0,49.0,2
2431,Hebbal,1645.0,3.0,135.0,3
2432,Hebbal,2080.0,3.0,175.0,3
2433,Hebbal,1355.0,3.0,83.87,3
2434,Hebbal,2483.0,5.0,230.0,4
2435,Hebbal,2600.0,3.0,195.0,3
2436,Hebbal,1645.0,3.0,117.0,3
2437,Hebbal,1251.0,2.0,88.73,2
2438,Hebbal,1645.0,3.0,121.0,3
2439,Hebbal,1760.0,3.0,123.0,3
2440,Hebbal,2790.0,4.0,198.0,4
2441,Hebbal,3960.0,5.0,386.0,4
2442,Hebbal,1645.0,3.0,120.0,3
2443,Hebbal,1255.0,2.0,90.0,3
2444,Hebbal,1645.0,3.0,117.0,3
2445,Hebbal,1255.0,3.0,77.68,3
2446,Hebbal,1586.0,3.0,90.0,3
2447,Hebbal,1636.0,3.0,119.0,3
2448,Hebbal,2661.0,1.0,226.5,3
2449,Hebbal,1255.0,2.0,95.0,3
2450,Hebbal,2790.0,4.0,198.0,4
2451,Hebbal,1269.0,2.0,73.0,3
2452,Hebbal,1255.0,2.0,95.0,3
2453,Hebbal,1088.0,2.0,61.45,2
2454,Hebbal,1349.0,2.0,97.8,2
2455,Hebbal,1255.0,3.0,77.68,3
2456,Hebbal,1344.0,2.0,108.0,2
2457,Hebbal,1255.0,2.0,90.0,3
2458,Hebbal,1255.0,3.0,77.68,3
2459,Hebbal,1138.0,2.0,110.0,2
2460,Hebbal,2790.0,5.0,204.0,4
2461,Hebbal,1088.0,2.0,62.0,2
2462,Hebbal,1987.0,4.0,165.0,3
2463,Hebbal,2790.0,5.0,198.0,4
2464,Hebbal,1299.0,2.0,100.0,2
2465,Hebbal,1200.0,2.0,60.0,2
2466,Hebbal,1645.0,3.0,117.0,3
2467,Hebbal,1390.0,2.0,95.0,2
2468,Hebbal,1333.0,2.0,100.0,2
2469,Hebbal,1355.0,3.0,83.87,3
2470,Hebbal,2650.0,4.0,199.0,3
2471,Hebbal,1800.0,3.0,140.0,3
2472,Hebbal,1860.0,3.0,95.0,3
2473,Hebbal,2470.0,4.0,203.0,4
2474,Hebbal,1255.0,2.0,95.0,3
2475,Hebbal,1333.0,2.0,104.0,2
2476,Hebbal,1645.0,3.0,117.0,3
2477,Hebbal,2600.0,3.0,199.0,3
2478,Hebbal,1345.0,2.0,97.0,2
2479,Hebbal,1110.0,3.0,59.0,3
2480,Hebbal,985.0,2.0,62.0,2
2481,Hebbal,1320.0,2.0,91.0,2
2482,Hebbal,2388.0,3.0,195.0,3
2483,Hebbal,1040.0,2.0,55.0,2
2484,Hebbal,1315.0,3.0,65.0,3
2485,Hebbal,2600.0,3.0,195.0,3
2486,Hebbal,1075.0,2.0,52.0,2
2487,Hebbal,2630.0,5.0,188.0,4
2488,Hebbal,2790.0,5.0,198.0,4
2489,Hebbal,3895.0,3.0,390.0,3
2490,Hebbal,1645.0,3.0,113.0,3
2491,Hebbal,1355.0,3.0,83.87,3
2492,Hebbal,1420.0,2.0,99.39,2
2493,Hebbal,1590.0,3.0,96.0,3
2494,Hebbal,3520.0,5.0,320.0,3
2495,Hebbal,1162.0,2.0,69.0,2
2496,Hebbal,1100.0,2.0,60.0,2
2497,Hebbal,4235.0,5.0,364.0,4
2498,Hebbal,1299.0,2.0,97.0,2
2499,Hebbal,1255.0,3.0,77.68,3
2500,Hebbal,2470.0,5.0,192.0,4
2501,Hebbal,1645.0,3.0,117.0,3
2502,Hebbal,1920.0,3.0,134.0,3
2503,Hebbal,3520.0,5.0,240.0,3
2504,Hebbal,1920.0,3.0,150.0,3
2505,Hebbal,2375.0,4.0,189.0,4
2506,Hebbal,1420.0,2.0,99.26,2
2507,Hebbal,1252.0,2.0,92.0,2
2508,Hebbal,2790.0,4.0,198.0,4
2509,Hebbal,1162.0,2.0,59.0,2
2510,Hebbal,1294.0,2.0,115.0,2
2511,Hebbal,4225.0,6.0,359.0,4
2512,Hebbal,1150.0,2.0,57.0,2
2513,Hebbal,1740.0,2.0,137.0,3
2514,Hebbal,1430.0,3.0,85.0,3
2515,Hebbal,3895.0,3.0,390.0,3
2516,Hebbal,1662.0,3.0,155.0,3
2517,Hebbal,2250.0,3.0,219.0,3
2518,Hebbal,1349.0,2.0,98.0,2
2519,Hebbal,4000.0,6.0,370.0,4
2520,Hebbal,1349.0,2.0,96.8,2
2521,Hebbal Kempapura,1700.0,3.0,155.0,3
2522,Hebbal Kempapura,1800.0,3.0,175.0,3
2523,Hebbal Kempapura,2900.0,4.0,300.0,3
2524,Hebbal Kempapura,3522.0,3.0,380.0,3
2525,Hebbal Kempapura,2280.0,5.0,200.0,5
2526,Hebbal Kempapura,1200.0,2.0,125.0,2
2527,Hebbal Kempapura,2900.0,4.0,240.0,3
2528,Hebbal Kempapura,3900.0,5.0,360.0,4
2529,Hebbal Kempapura,1300.0,2.0,102.0,2
2530,Hebbal Kempapura,1466.0,2.0,140.0,3
2531,Hebbal Kempapura,3900.0,5.0,310.0,4
2532,Hebbal Kempapura,1725.0,2.0,165.0,3
2533,Hebbal Kempapura,1200.0,3.0,125.0,3
2534,Hebbal Kempapura,3408.0,3.0,260.0,3
2535,Hebbal Kempapura,1485.0,3.0,132.0,2
2536,Hebbal Kempapura,1400.0,2.0,108.0,2
2537,Hebbal Kempapura,1800.0,3.0,150.0,3
2538,Hebbal Kempapura,2400.0,5.0,200.0,5
2539,Hebbal Kempapura,2800.0,5.0,220.0,5
2540,Hebbal Kempapura,1785.0,3.0,165.0,3
2541,Hebbal Kempapura,3729.0,4.0,384.0,4
2542,Hebbal Kempapura,1200.0,3.0,148.0,4
2543,Hebbal Kempapura,1600.0,3.0,170.0,3
2544,Hebbal Kempapura,1730.0,3.0,175.0,3
2545,Hebbal Kempapura,2485.0,4.0,198.0,4
2546,Hegde Nagar,1569.0,3.0,101.0,3
2547,Hegde Nagar,3000.0,7.0,210.0,6
2548,Hegde Nagar,2026.0,3.0,132.0,3
2549,Hegde Nagar,1801.0,3.0,115.0,3
2550,Hegde Nagar,1050.0,1.0,56.0,2
2551,Hegde Nagar,1341.0,2.0,97.0,2
2552,Hegde Nagar,2112.95,4.0,145.0,3
2553,Hegde Nagar,1200.0,4.0,83.0,4
2554,Hegde Nagar,1703.0,3.0,113.0,3
2555,Hegde Nagar,1570.0,3.0,105.0,3
2556,Hegde Nagar,1801.0,3.0,140.0,3
2557,Hegde Nagar,1584.01,3.0,103.0,3
2558,Hegde Nagar,1965.0,4.0,125.0,3
2559,Hegde Nagar,1200.0,2.0,75.0,2
2560,Hegde Nagar,1847.0,3.0,135.0,3
2561,Hegde Nagar,1965.0,4.0,132.0,3
2562,Hegde Nagar,1703.0,3.0,125.0,3
2563,Hegde Nagar,1847.0,3.0,125.0,3
2564,Hegde Nagar,2144.6,4.0,145.0,3
2565,Hegde Nagar,1718.0,3.0,119.0,3
2566,Hegde Nagar,1847.0,3.0,123.0,3
2567,Hegde Nagar,1340.0,2.0,72.0,2
2568,Hegde Nagar,2087.01,3.0,115.0,3
2569,Hegde Nagar,1703.0,3.0,130.0,3
2570,Hegde Nagar,2087.01,4.0,135.0,3
2571,Hegde Nagar,1718.0,3.0,130.0,3
2572,Hegde Nagar,1884.0,4.0,118.0,3
2573,Hegde Nagar,1930.0,4.0,122.0,3
2574,Hegde Nagar,1835.0,2.0,92.0,3
2575,Hegde Nagar,1584.01,3.0,104.0,3
2576,Hegde Nagar,1500.0,3.0,135.0,3
2577,Hegde Nagar,1168.0,2.0,68.0,3
2578,Hegde Nagar,2162.03,4.0,129.0,3
2579,Hegde Nagar,2087.01,4.0,160.0,3
2580,Hegde Nagar,1000.0,2.0,66.0,2
2581,Hegde Nagar,1348.0,2.0,80.5,3
2582,Hennur,1075.0,2.0,52.0,2
2583,Hennur,1255.0,2.0,52.32,2
2584,Hennur,1225.0,2.0,57.0,2
2585,Hennur,1255.0,2.0,57.5,2
2586,Hennur,1259.0,2.0,57.0,2
2587,Hennur,1255.0,2.0,53.5,2
2588,Hennur,1285.0,2.0,60.0,2
2589,Hennur,1285.0,2.0,60.0,2
2590,Hennur,1100.0,2.0,60.0,2
2591,Hennur,1231.0,2.0,48.0,2
2592,Hennur,1255.0,2.0,58.0,2
2593,Hennur,1040.0,2.0,42.12,2
2594,Hennur,1255.0,2.0,54.5,2
2595,Hennur,1041.0,2.0,40.6,2
2596,Hennur,1340.0,3.0,54.24,3
2597,Hennur,1255.0,2.0,55.5,2
2598,Hennur,1260.0,2.0,52.0,3
2599,Hennur,1231.0,2.0,50.0,2
2600,Hennur,2500.0,5.0,125.0,5
2601,Hennur,1160.0,2.0,49.0,2
2602,Hennur,2400.0,3.0,135.0,3
2603,Hennur,1255.0,2.0,53.5,2
2604,Hennur,1255.0,2.0,55.5,2
2605,Hennur,1100.0,2.0,44.55,2
2606,Hennur,1255.0,2.0,57.5,2
2607,Hennur,960.0,2.0,48.0,2
2608,Hennur,1020.0,2.0,48.0,2
2609,Hennur,1255.0,2.0,52.32,2
2610,Hennur,1295.0,2.0,64.0,2
2611,Hennur,1935.0,3.0,102.0,3
2612,Hennur,1655.0,2.0,70.5,3
2613,Hennur,1345.0,2.0,69.0,3
2614,Hennur,1255.0,2.0,58.0,2
2615,Hennur,1420.0,2.0,62.0,2
2616,Hennur,1155.0,2.0,54.5,2
2617,Hennur,1255.0,2.0,52.32,2
2618,Hennur,1255.0,2.0,52.35,2
2619,Hennur,3517.0,1.0,161.5,4
2620,Hennur,1340.0,2.0,54.27,3
2621,Hennur,1255.0,2.0,54.5,2
2622,Hennur,1830.0,2.0,113.0,3
2623,Hennur,1830.0,3.0,84.205,3
2624,Hennur,1255.0,2.0,55.5,2
2625,Hennur,1255.0,2.0,53.57,2
2626,Hennur,1255.0,2.0,56.5,2
2627,Hennur,1050.0,2.0,42.73,2
2628,Hennur,1295.0,2.0,62.0,2
2629,Hennur Road,2089.0,3.0,140.0,3
2630,Hennur Road,3203.0,1.0,224.5,4
2631,Hennur Road,276.0,3.0,23.0,2
2632,Hennur Road,5000.0,8.0,250.0,8
2633,Hennur Road,1385.0,2.0,83.09,2
2634,Hennur Road,1317.0,2.0,63.77,2
2635,Hennur Road,1500.0,2.0,62.0,3
2636,Hennur Road,2264.0,3.0,159.0,3
2637,Hennur Road,1157.0,2.0,84.0,2
2638,Hennur Road,1904.0,3.0,120.0,3
2639,Hennur Road,1891.0,3.0,109.0,3
2640,Hennur Road,1561.0,3.0,95.0,3
2641,Hennur Road,1192.0,2.0,60.0,3
2642,Hennur Road,2060.0,3.0,149.0,3
2643,Hennur Road,1482.0,2.0,92.0,3
2644,Hennur Road,1232.0,2.0,89.0,2
2645,Hennur Road,1065.0,2.0,42.6,2
2646,Hennur Road,1482.0,2.0,83.73,3
2647,Hennur Road,1482.0,2.0,87.0,3
2648,Hennur Road,1891.0,3.0,139.0,3
2649,Hennur Road,1703.0,3.0,101.0,3
2650,Hennur Road,1232.0,2.0,69.61,2
2651,Hennur Road,987.0,2.0,49.0,2
2652,Hennur Road,1804.0,3.0,102.0,3
2653,Hennur Road,2160.0,3.0,160.0,3
2654,Hennur Road,1186.0,2.0,63.0,3
2655,Hennur Road,1680.0,3.0,99.27,3
2656,Hennur Road,1065.0,2.0,42.6,2
2657,Hennur Road,1385.0,2.0,83.09,2
2658,Hennur Road,1186.0,2.0,56.0,3
2659,Hennur Road,2350.0,3.0,174.0,3
2660,Hennur Road,1586.0,3.0,93.94,3
2661,Hennur Road,1975.0,3.0,123.0,3
2662,Hennur Road,1664.0,1.0,93.865,3
2663,Hennur Road,1290.0,2.0,94.5,3
2664,Hennur Road,901.0,2.0,49.5,2
2665,Hennur Road,1445.0,3.0,86.56,3
2666,Hennur Road,1482.0,2.0,97.0,3
2667,Hennur Road,1182.0,2.0,82.5,2
2668,Hennur Road,1192.0,2.0,62.0,3
2669,Hennur Road,1036.0,2.0,59.46,2
2670,Hennur Road,1891.0,3.0,109.0,3
2671,Hennur Road,1232.0,2.0,69.61,2
2672,Hennur Road,1804.0,3.0,102.0,3
2673,Hennur Road,2320.0,3.0,170.0,3
2674,Hennur Road,1936.0,3.0,118.0,3
2675,Hennur Road,1480.0,2.0,65.0,2
2676,Hennur Road,1590.0,3.0,96.5,3
2677,Hennur Road,1445.0,2.0,105.0,3
2678,Hennur Road,1036.0,2.0,59.45,2
2679,Hennur Road,1832.0,3.0,125.0,3
2680,Hennur Road,1359.0,2.0,104.0,2
2681,Hennur Road,1341.0,2.0,75.76,2
2682,Hennur Road,1040.0,2.0,50.0,2
2683,Hennur Road,1685.0,3.0,95.0,3
2684,Hennur Road,1414.0,2.0,84.18,2
2685,Hennur Road,1949.0,3.0,133.0,3
2686,Hennur Road,1232.0,2.0,89.0,2
2687,Hennur Road,1250.0,2.0,77.88,3
2688,Hennur Road,2502.0,4.0,180.0,4
2689,Hennur Road,1831.0,3.0,110.0,3
2690,Hennur Road,1232.0,2.0,87.0,2
2691,Hennur Road,1232.0,2.0,74.0,2
2692,Hennur Road,1232.0,2.0,66.0,2
2693,Hennur Road,1341.0,2.0,95.0,2
2694,Hennur Road,2700.0,3.0,150.0,3
2695,Hennur Road,1232.0,2.0,88.0,2
2696,Hennur Road,2365.0,4.0,175.0,3
2697,Hennur Road,1310.0,2.0,66.0,2
2698,Hennur Road,1552.0,3.0,75.0,3
2699,Hennur Road,1015.0,2.0,50.0,2
2700,Hennur Road,1186.0,2.0,55.33,3
2701,Hennur Road,2264.0,3.0,168.0,3
2702,Hennur Road,2002.0,3.0,120.0,3
2703,Hennur Road,1232.0,2.0,69.6,2
2704,Hennur Road,1195.0,2.0,73.0,2
2705,Hennur Road,1020.0,2.0,47.0,2
2706,Hennur Road,5100.0,6.0,375.0,5
2707,Hennur Road,1061.0,2.0,54.92,2
2708,Hennur Road,1585.0,2.0,80.0,3
2709,Hennur Road,1020.0,2.0,45.0,2
2710,Hennur Road,2041.0,3.0,128.0,3
2711,Hennur Road,1232.0,2.0,87.0,2
2712,Hennur Road,1066.0,2.0,52.23,2
2713,Hennur Road,973.0,2.0,56.0,2
2714,Hennur Road,1255.0,2.0,84.0,2
2715,Hennur Road,1232.0,2.0,83.0,2
2716,Hennur Road,1832.0,3.0,116.0,3
2717,Hennur Road,2050.0,3.0,120.0,3
2718,Hennur Road,1445.0,2.0,86.69,3
2719,Hennur Road,1445.0,2.0,83.0,3
2720,Hennur Road,1679.0,3.0,94.86,3
2721,Hennur Road,1482.0,2.0,68.9,3
2722,Hennur Road,1654.0,3.0,97.8,3
2723,Hennur Road,1480.0,3.0,100.0,3
2724,Hennur Road,1450.0,3.0,88.6,3
2725,Hennur Road,1155.0,2.0,69.18,2
2726,Hennur Road,1053.0,2.0,53.0,2
